school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;subject
MS;F;16;U;GT3;T;4;4;health;other;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;4;4;3;1;1;4;0;10;11;10;oracle
GP;M;17;U;GT3;T;2;1;other;services;home;father;1;1;1;no;no;no;no;yes;yes;yes;yes;4;5;3;3;4;4;0;7;10;9;oracle
GP;M;16;R;LE3;T;2;4;other;services;course;mother;1;1;0;no;yes;yes;yes;no;yes;yes;no;5;4;5;1;3;1;0;4;0;5;oracle
GP;M;16;U;GT3;T;4;1;teacher;other;course;mother;1;3;0;no;no;yes;yes;yes;yes;yes;yes;4;3;3;1;1;3;0;7;10;10;oracle
GP;M;18;U;GT3;T;4;1;services;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;1;4;5;0;6;6;8;oracle
MS;F;18;U;LE3;A;4;2;other;at_home;other;mother;2;2;0;no;no;no;yes;no;yes;yes;yes;5;3;2;1;1;5;6;6;8;7;oracle
GP;M;18;U;GT3;T;3;1;services;services;reputation;mother;1;1;0;no;no;yes;yes;yes;yes;no;no;4;3;1;4;2;3;4;14;10;13;oracle
GP;M;17;R;GT3;T;2;4;other;other;other;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;4;2;3;1;1;2;0;13;13;12;oracle
GP;F;16;R;LE3;T;3;2;health;other;reputation;mother;2;1;1;no;yes;yes;no;no;yes;no;yes;4;3;3;2;5;3;8;6;8;10;oracle
GP;F;16;U;GT3;T;2;1;other;at_home;reputation;mother;3;1;0;no;yes;yes;no;yes;yes;yes;no;5;2;3;1;2;1;0;7;9;10;oracle
GP;F;18;U;LE3;T;3;4;services;services;course;mother;2;2;0;no;no;yes;no;yes;yes;yes;yes;4;3;4;1;2;5;5;10;6;8;oracle
GP;F;19;R;GT3;T;2;3;at_home;other;reputation;mother;1;2;1;no;yes;no;yes;no;yes;no;yes;5;2;3;4;1;2;1;7;7;8;oracle
GP;F;15;R;LE3;T;4;1;services;other;course;mother;1;4;0;no;yes;yes;no;yes;yes;yes;yes;3;3;4;3;3;5;12;13;11;12;oracle
GP;M;16;U;GT3;T;1;4;teacher;other;home;mother;2;1;0;no;no;no;no;yes;no;yes;no;4;2;3;1;1;4;0;15;14;13;oracle
GP;M;16;U;LE3;T;1;2;services;teacher;reputation;mother;1;1;1;no;yes;no;no;yes;yes;yes;no;4;3;5;1;4;5;2;17;17;17;oracle
GP;F;17;R;GT3;T;3;1;teacher;teacher;course;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;3;2;1;1;1;0;6;4;7;oracle
GP;M;18;U;LE3;T;2;1;at_home;services;home;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;5;4;2;1;3;2;0;9;8;9;oracle
MS;F;17;U;LE3;T;4;3;services;services;course;mother;1;3;0;no;no;no;no;yes;yes;yes;no;3;5;3;1;1;4;0;14;13;13;oracle
GP;M;17;R;GT3;T;1;1;other;other;reputation;father;1;2;0;no;no;no;no;no;yes;yes;no;3;2;3;1;1;3;0;9;9;10;oracle
GP;F;15;U;GT3;T;1;3;other;other;home;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;no;5;5;4;1;1;3;1;7;6;8;oracle
GP;M;19;U;LE3;T;1;4;services;other;reputation;mother;2;1;0;no;yes;yes;no;no;yes;yes;no;3;2;5;2;4;1;3;11;10;12;oracle
GP;F;17;R;GT3;T;4;4;teacher;teacher;course;mother;1;2;0;no;yes;yes;no;no;yes;no;no;4;3;3;1;4;5;0;6;5;10;oracle
GP;F;16;U;LE3;T;3;2;teacher;services;course;father;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;4;3;2;3;5;4;13;13;14;oracle
GP;F;16;U;LE3;T;1;3;services;other;other;mother;2;2;1;no;no;no;yes;yes;yes;yes;no;5;3;2;1;3;3;3;9;5;8;oracle
GP;M;16;U;GT3;T;3;2;at_home;services;home;father;1;1;1;no;yes;yes;yes;yes;yes;yes;no;4;4;2;2;4;3;4;8;7;12;oracle
GP;F;17;U;GT3;T;3;2;other;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;3;2;0;4;2;6;oracle
MS;M;18;U;LE3;T;3;4;services;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;5;4;5;2;2;5;5;10;9;13;oracle
GP;M;17;U;GT3;T;3;4;other;services;reputation;other;1;3;0;no;yes;yes;yes;yes;yes;yes;no;5;5;5;3;5;1;28;10;8;14;oracle
GP;F;15;U;GT3;T;3;1;teacher;services;home;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;5;3;3;5;1;5;0;6;4;6;oracle
GP;M;19;U;GT3;A;2;1;services;other;reputation;mother;1;2;0;no;yes;yes;yes;no;yes;yes;no;5;3;4;1;1;5;0;11;12;11;oracle
GP;M;17;U;GT3;T;3;2;services;other;home;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;5;3;3;1;4;1;0;14;13;13;oracle
GP;M;16;U;GT3;T;4;1;services;other;reputation;father;1;2;0;no;no;no;no;yes;yes;yes;no;4;5;4;2;3;4;27;10;11;14;oracle
GP;F;18;U;GT3;T;2;1;services;at_home;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;5;4;3;1;2;4;3;14;9;9;oracle
GP;F;16;U;GT3;A;1;2;other;other;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;3;5;1;2;5;3;10;12;11;oracle
GP;F;16;U;GT3;T;4;1;services;other;course;mother;2;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;2;1;3;5;9;10;8;8;oracle
GP;M;17;R;GT3;T;4;2;services;other;course;mother;3;1;0;no;no;no;yes;yes;yes;yes;no;4;2;2;2;3;5;1;9;9;9;oracle
MS;F;20;U;GT3;T;1;2;services;health;course;mother;4;4;0;no;yes;yes;no;yes;yes;yes;yes;4;3;2;1;2;3;0;10;10;11;oracle
GP;M;15;U;LE3;T;3;3;other;other;reputation;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;5;5;2;1;1;3;28;6;12;15;oracle
GP;F;18;U;GT3;T;1;4;teacher;services;other;mother;1;2;0;no;yes;yes;no;no;yes;yes;yes;4;3;4;1;3;5;0;11;8;11;oracle
GP;M;16;U;LE3;T;4;3;services;other;reputation;father;1;1;0;no;yes;no;no;yes;yes;yes;no;4;5;4;1;2;4;2;16;18;19;oracle
GP;M;18;U;LE3;T;2;2;services;other;reputation;mother;1;3;0;yes;yes;no;no;no;yes;no;yes;4;5;3;1;1;4;0;12;9;10;oracle
GP;F;18;U;LE3;T;4;4;services;other;home;mother;2;3;1;no;no;yes;no;yes;yes;yes;no;4;2;3;1;1;5;0;15;11;10;oracle
GP;M;17;R;LE3;T;1;3;other;services;home;father;1;3;0;no;no;yes;yes;yes;yes;yes;yes;3;3;3;1;1;2;11;8;8;9;oracle
GP;F;15;U;LE3;T;3;2;services;services;course;mother;1;4;0;no;no;no;no;yes;yes;yes;yes;3;2;4;1;2;5;10;10;10;13;oracle
GP;F;18;U;LE3;A;3;3;teacher;services;home;mother;3;2;0;no;yes;no;no;yes;no;yes;no;4;2;2;1;1;1;0;9;11;15;oracle
GP;F;16;U;LE3;T;4;2;other;other;reputation;mother;2;2;2;no;yes;yes;no;yes;yes;yes;no;4;2;4;2;3;2;14;5;6;12;oracle
GP;F;16;U;GT3;T;2;3;health;other;reputation;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;5;3;3;2;2;4;3;8;9;10;oracle
MS;M;16;U;GT3;T;3;3;services;services;other;mother;1;3;0;no;yes;yes;no;no;yes;yes;no;4;3;4;2;1;1;0;5;5;8;oracle
GP;F;15;U;GT3;T;3;2;health;services;reputation;other;2;1;0;no;yes;yes;yes;yes;yes;yes;no;4;3;2;1;3;5;0;9;12;9;oracle
GP;F;18;R;LE3;T;1;2;services;other;reputation;mother;1;1;0;yes;yes;no;yes;yes;yes;yes;no;3;3;2;1;4;5;1;16;17;15;oracle
MS;M;18;U;GT3;T;3;2;other;other;course;mother;1;3;0;no;no;no;no;yes;yes;yes;no;3;5;4;1;2;1;0;7;3;5;oracle
GP;F;18;U;GT3;T;2;3;at_home;health;reputation;other;1;2;0;no;yes;no;no;yes;yes;yes;yes;5;3;3;1;1;1;0;3;0;4;oracle
GP;M;18;U;GT3;T;4;3;teacher;other;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;3;4;3;1;5;5;0;11;12;11;oracle
GP;M;16;U;GT3;T;1;1;other;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;5;3;2;1;3;1;12;9;7;8;oracle
GP;F;17;U;GT3;T;4;4;at_home;teacher;course;mother;2;2;0;no;yes;no;yes;yes;yes;no;yes;4;3;3;1;1;5;0;7;4;6;oracle
GP;F;18;U;GT3;A;3;1;at_home;other;reputation;mother;2;3;0;no;yes;no;no;no;yes;yes;no;4;3;3;1;3;5;7;9;9;9;oracle
MS;F;16;U;LE3;T;4;4;teacher;services;home;father;2;2;0;no;yes;yes;no;yes;yes;yes;yes;3;2;5;2;3;5;0;5;8;12;oracle
GP;F;16;R;GT3;T;2;1;at_home;other;home;mother;1;1;0;no;yes;no;no;yes;yes;no;no;2;3;2;1;3;3;42;17;18;19;oracle
MS;M;15;U;LE3;T;2;2;health;other;home;mother;1;1;0;no;no;no;no;yes;yes;no;no;4;2;5;1;4;3;0;10;7;9;oracle
GP;M;18;R;GT3;T;4;2;teacher;services;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;5;5;3;3;5;5;0;10;11;11;oracle
GP;F;19;U;LE3;T;4;4;services;teacher;course;father;1;2;0;yes;no;no;no;yes;yes;yes;yes;4;4;5;1;1;1;10;14;15;16;oracle
GP;F;17;R;GT3;T;2;1;services;at_home;reputation;mother;1;1;0;no;no;yes;no;yes;yes;no;no;3;4;2;1;1;4;0;17;17;14;oracle
GP;F;18;U;LE3;T;2;2;other;other;other;mother;1;2;0;no;yes;no;yes;yes;yes;no;yes;4;3;4;1;1;1;2;12;11;11;oracle
MS;M;17;R;GT3;T;1;4;other;other;reputation;mother;2;1;1;yes;yes;no;no;yes;yes;yes;no;4;5;3;1;1;5;0;8;6;6;oracle
GP;M;17;U;GT3;T;4;3;services;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;4;3;5;3;3;9;12;12;13;oracle
GP;F;17;U;GT3;A;4;3;other;services;home;mother;4;2;0;no;yes;no;yes;no;yes;yes;yes;5;3;4;1;1;4;16;9;9;12;oracle
GP;M;15;U;GT3;T;2;4;at_home;other;course;mother;1;1;0;no;yes;no;no;no;yes;yes;no;5;5;5;3;4;5;0;6;6;6;oracle
GP;M;15;U;GT3;T;2;3;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;2;3;2;9;9;10;oracle
GP;M;18;R;GT3;T;2;3;at_home;services;course;father;2;3;2;no;yes;no;yes;yes;yes;yes;yes;4;4;2;3;1;5;0;12;13;12;oracle
GP;M;18;U;LE3;T;1;3;teacher;other;reputation;mother;1;2;0;no;yes;no;yes;no;yes;yes;no;5;2;1;1;4;1;8;9;11;12;oracle
GP;F;16;U;GT3;A;4;2;other;teacher;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;5;2;3;2;5;1;6;5;7;10;oracle
GP;M;17;R;GT3;T;3;3;health;services;reputation;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;4;3;1;1;1;4;0;10;11;8;oracle
GP;M;15;U;GT3;T;2;2;services;services;home;mother;1;1;1;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;3;3;3;9;8;8;oracle
GP;M;15;U;GT3;T;0;4;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;5;3;3;1;3;5;0;7;7;6;oracle
GP;M;18;U;GT3;T;2;3;other;services;reputation;mother;2;1;0;no;yes;yes;no;yes;yes;no;no;4;5;3;1;4;5;3;9;10;14;oracle
GP;M;17;U;LE3;T;1;4;other;services;reputation;father;1;2;0;no;yes;no;no;yes;yes;no;yes;4;3;3;1;1;5;3;11;14;12;oracle
GP;F;17;U;GT3;T;2;2;services;other;course;mother;1;2;2;no;yes;no;no;yes;yes;yes;no;5;4;2;1;2;5;0;3;0;3;oracle
GP;F;17;U;GT3;T;4;4;at_home;other;reputation;mother;2;1;0;yes;yes;yes;yes;yes;yes;yes;no;4;4;3;1;2;5;47;14;17;18;oracle
GP;F;15;U;GT3;T;4;1;teacher;other;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;5;3;1;1;2;0;12;14;15;oracle
GP;F;15;U;GT3;T;2;2;health;services;home;mother;2;1;0;no;yes;yes;no;yes;yes;yes;yes;3;4;4;2;2;2;0;8;9;6;oracle
GP;M;18;U;GT3;T;4;1;services;health;reputation;father;1;2;0;no;yes;no;yes;no;yes;yes;no;4;4;1;2;1;5;2;15;17;17;oracle
GP;M;16;U;GT3;T;1;2;teacher;at_home;reputation;mother;1;2;1;no;no;no;yes;yes;yes;yes;no;4;3;3;1;1;4;0;5;5;5;oracle
GP;M;18;R;GT3;T;2;3;other;other;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;4;3;4;1;3;2;2;16;16;14;oracle
GP;F;15;U;LE3;T;2;4;services;teacher;course;mother;2;2;2;yes;yes;no;yes;no;yes;no;no;4;3;4;3;5;5;11;9;9;12;oracle
MS;M;17;U;GT3;T;2;3;services;health;reputation;father;1;2;0;no;no;no;yes;yes;no;no;yes;4;2;5;2;1;3;0;8;10;9;oracle
GP;F;17;R;LE3;A;2;2;at_home;services;course;mother;1;2;0;no;no;yes;no;yes;yes;yes;no;5;3;4;2;2;1;0;7;5;6;oracle
GP;M;15;U;GT3;T;2;2;services;health;reputation;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;2;3;2;3;5;3;8;6;8;oracle
GP;M;15;R;GT3;A;4;2;at_home;services;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;3;4;2;1;5;5;5;9;10;11;oracle
GP;M;17;U;GT3;A;3;2;teacher;services;course;mother;1;3;0;no;no;no;no;no;yes;yes;no;3;3;3;1;1;5;0;10;13;13;oracle
GP;M;18;R;LE3;T;3;2;other;other;course;father;3;4;0;no;no;no;no;yes;yes;yes;no;3;3;5;2;5;5;0;16;14;10;oracle
GP;F;16;R;GT3;T;3;3;health;other;course;mother;1;2;0;yes;yes;yes;no;yes;yes;yes;no;3;2;3;1;2;3;15;13;10;10;oracle
MS;F;18;R;GT3;T;4;4;at_home;services;home;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;2;3;2;1;4;0;7;8;8;oracle
GP;F;16;U;LE3;A;3;4;health;other;course;father;3;1;0;no;yes;no;no;no;yes;yes;yes;4;3;5;1;3;3;0;12;13;11;oracle
GP;M;16;U;LE3;T;4;1;services;other;home;mother;1;1;0;no;no;yes;yes;no;yes;yes;no;3;3;3;2;2;3;2;13;16;14;oracle
MS;M;15;U;LE3;T;3;2;teacher;other;course;father;1;1;0;no;yes;no;no;yes;yes;yes;yes;2;4;2;1;1;5;5;11;9;11;oracle
GP;M;16;U;GT3;T;4;3;services;services;course;other;2;4;3;no;yes;yes;no;yes;yes;yes;no;4;3;5;3;1;5;0;8;9;8;oracle
GP;F;18;U;GT3;T;3;3;services;teacher;other;mother;2;2;0;no;yes;yes;yes;no;yes;yes;no;4;5;3;1;2;2;7;9;12;13;oracle
GP;F;16;U;LE3;T;4;2;health;services;home;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;no;4;3;2;1;3;2;3;8;9;14;oracle
MS;F;17;U;GT3;T;4;3;other;health;home;father;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;1;5;1;2;1;5;26;8;7;9;oracle
MS;F;18;U;LE3;T;4;4;at_home;other;reputation;father;1;2;2;no;no;no;no;yes;yes;no;no;4;4;3;1;1;4;0;15;11;11;oracle
GP;M;16;U;LE3;T;1;3;other;services;home;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;2;3;2;1;5;4;40;15;18;18;oracle
GP;M;15;U;GT3;T;4;1;teacher;other;course;other;2;2;0;yes;yes;no;no;no;yes;yes;yes;3;4;5;2;1;5;0;10;9;10;oracle
GP;M;18;U;GT3;A;3;2;at_home;services;course;other;1;1;0;yes;yes;no;no;yes;yes;yes;no;4;3;3;1;1;3;6;8;9;11;oracle
GP;M;17;U;GT3;T;3;3;health;health;reputation;father;2;2;0;yes;yes;no;no;no;yes;no;no;5;3;2;1;1;2;0;7;4;5;oracle
MS;F;18;U;GT3;T;4;2;services;other;home;father;1;1;2;no;no;yes;yes;yes;yes;yes;no;1;4;3;2;4;2;4;9;14;14;oracle
GP;M;17;R;GT3;T;2;3;other;at_home;reputation;mother;1;1;1;no;no;yes;yes;no;yes;yes;no;3;5;5;2;5;4;1;10;8;8;oracle
MS;M;19;R;LE3;T;2;3;other;other;course;father;2;2;3;no;no;no;no;yes;yes;yes;yes;3;4;1;5;2;3;1;6;5;11;oracle
GP;F;16;U;GT3;T;4;2;services;services;course;father;1;3;0;no;no;no;yes;yes;yes;yes;no;4;4;2;2;4;5;0;11;17;14;oracle
MS;M;17;R;GT3;T;1;3;at_home;other;course;mother;1;2;3;no;no;no;no;no;no;yes;no;5;4;3;1;2;2;0;13;12;12;oracle
GP;F;16;U;GT3;T;4;4;teacher;other;home;father;2;2;0;no;yes;no;yes;yes;yes;no;no;4;3;4;1;1;5;0;10;8;9;oracle
GP;F;17;U;GT3;T;3;3;other;services;reputation;mother;1;2;1;no;yes;no;yes;yes;yes;yes;no;4;4;3;1;1;4;0;9;6;6;oracle
GP;M;15;U;GT3;T;1;2;at_home;other;home;other;1;2;3;no;yes;yes;no;yes;yes;yes;no;4;2;5;2;2;3;4;6;7;13;oracle
GP;F;15;U;GT3;T;1;4;health;other;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;5;3;3;1;1;3;1;9;8;8;oracle
GP;F;18;U;GT3;T;2;1;health;other;reputation;mother;1;2;0;no;yes;no;yes;no;yes;yes;no;4;2;4;1;3;5;1;5;4;5;oracle
GP;F;18;U;GT3;T;4;1;at_home;other;reputation;mother;1;1;0;no;yes;no;yes;no;yes;yes;no;4;4;5;2;5;5;7;7;5;7;oracle
GP;F;19;U;LE3;T;4;2;other;services;course;mother;1;4;0;no;no;yes;yes;yes;yes;yes;no;5;2;2;1;1;5;1;15;13;12;oracle
GP;F;16;U;LE3;T;2;3;health;at_home;home;mother;1;4;0;no;yes;no;no;yes;yes;yes;no;5;5;2;2;5;3;14;12;11;15;oracle
GP;M;17;U;GT3;T;4;3;other;services;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;1;4;2;1;3;0;16;15;11;oracle
GP;M;15;R;LE3;T;4;3;services;services;home;father;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;3;5;2;3;3;2;11;16;15;oracle
GP;M;17;U;LE3;T;3;3;services;services;course;mother;2;1;0;yes;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;5;0;4;5;7;oracle
GP;F;17;U;GT3;T;3;2;other;other;other;mother;1;1;1;no;no;no;yes;yes;yes;no;no;5;4;2;1;2;4;2;16;17;17;oracle
GP;F;16;R;LE3;T;2;4;other;other;reputation;other;1;1;0;no;yes;no;no;yes;yes;no;yes;3;3;2;5;3;3;7;14;15;12;oracle
GP;F;16;R;LE3;T;2;3;services;services;home;other;2;2;1;no;yes;yes;yes;no;yes;yes;no;3;4;1;1;3;5;33;9;10;10;oracle
GP;F;16;U;GT3;T;3;2;services;at_home;reputation;mother;1;4;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;2;1;3;0;6;6;7;oracle
GP;M;17;U;GT3;T;3;4;at_home;at_home;course;mother;1;1;1;no;no;no;no;yes;yes;no;no;4;4;3;1;2;4;0;11;9;9;oracle
GP;M;15;U;GT3;T;2;1;other;other;home;mother;2;3;0;yes;yes;no;no;yes;yes;no;no;4;2;4;1;1;5;0;8;8;9;oracle
GP;M;16;U;LE3;A;4;2;services;other;course;mother;1;2;0;no;no;no;no;yes;yes;yes;no;3;2;4;1;3;5;5;10;13;17;oracle
GP;M;18;U;LE3;T;4;3;services;other;reputation;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;4;4;5;2;2;1;0;4;5;8;oracle
GP;F;19;U;GT3;T;1;1;other;other;home;other;1;2;0;yes;yes;yes;yes;yes;yes;yes;no;4;4;3;2;4;3;7;7;10;12;oracle
GP;F;19;U;LE3;T;2;4;at_home;other;home;father;2;1;1;no;yes;yes;yes;yes;yes;no;yes;3;3;2;2;1;3;3;6;7;8;oracle
GP;F;17;R;GT3;T;1;4;health;other;course;mother;1;2;1;yes;no;no;yes;yes;yes;yes;yes;4;3;4;1;2;2;0;5;5;6;oracle
GP;M;18;U;GT3;T;4;3;teacher;other;course;other;1;3;0;no;yes;yes;yes;no;yes;yes;no;4;3;2;1;3;5;10;16;13;15;oracle
GP;F;17;U;GT3;T;3;1;at_home;health;course;mother;1;4;0;no;yes;yes;no;yes;yes;yes;no;5;4;5;1;1;5;1;10;11;16;oracle
GP;M;17;R;GT3;A;3;4;other;other;other;mother;1;1;3;yes;no;no;yes;yes;yes;yes;no;4;2;5;1;1;2;0;5;4;4;oracle
GP;F;16;R;GT3;T;2;4;health;services;course;mother;1;2;0;no;yes;yes;yes;no;yes;yes;yes;4;3;3;1;1;5;0;9;10;8;oracle
GP;M;16;R;GT3;T;4;4;other;other;course;mother;3;1;0;no;no;no;no;yes;yes;yes;no;3;4;1;1;5;5;4;10;10;13;oracle
MS;F;16;U;GT3;T;3;3;at_home;services;home;father;1;3;0;no;no;no;no;yes;yes;yes;yes;5;3;3;1;1;3;0;9;12;14;oracle
GP;F;18;U;GT3;T;2;4;health;other;course;father;1;2;0;no;no;no;yes;yes;yes;yes;no;4;5;4;2;2;2;20;15;13;17;oracle
GP;F;17;R;GT3;T;3;2;other;at_home;home;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;4;2;2;1;1;4;0;12;9;7;oracle
GP;M;18;U;GT3;T;3;4;services;other;course;mother;1;2;0;no;yes;no;no;yes;no;yes;yes;3;4;3;1;3;5;9;12;12;11;oracle
GP;M;17;R;LE3;T;2;4;at_home;other;reputation;mother;1;1;0;no;no;yes;no;yes;yes;yes;no;5;3;2;1;4;4;1;6;6;7;oracle
GP;F;15;U;GT3;T;2;4;other;other;reputation;father;2;3;0;no;yes;no;yes;yes;yes;no;no;5;3;2;1;1;5;0;15;14;11;oracle
GP;F;15;U;GT3;A;2;2;at_home;other;course;mother;1;1;1;no;no;no;yes;yes;yes;no;no;4;3;4;1;2;3;0;5;9;9;oracle
MS;M;18;U;LE3;T;3;2;services;services;other;mother;3;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;2;4;9;11;9;9;oracle
MS;F;18;U;GT3;T;4;4;at_home;other;course;mother;2;2;3;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;2;5;0;6;6;9;oracle
GP;F;17;R;GT3;T;1;3;services;health;other;mother;3;1;0;no;no;yes;no;yes;yes;yes;no;4;3;5;1;2;3;6;8;7;11;oracle
GP;F;18;U;GT3;T;3;2;other;services;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;3;4;2;1;2;4;0;11;11;10;oracle
GP;F;18;U;GT3;T;4;1;other;other;reputation;mother;2;3;0;no;yes;yes;no;no;yes;yes;no;4;4;5;1;3;3;1;16;14;15;oracle
GP;F;16;U;GT3;T;2;4;health;services;home;mother;1;3;0;no;no;yes;no;no;yes;yes;yes;4;2;2;1;3;5;0;11;10;11;oracle
GP;M;19;U;GT3;T;1;4;services;other;reputation;father;1;2;0;no;no;no;no;yes;yes;no;no;4;1;1;1;4;5;0;13;13;12;oracle
GP;F;16;U;LE3;T;4;4;teacher;teacher;course;mother;1;2;1;no;yes;yes;no;yes;yes;yes;yes;4;3;3;1;3;5;0;7;7;8;oracle
MS;F;15;R;GT3;T;4;3;at_home;health;home;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;5;4;2;3;4;3;4;9;9;7;oracle
GP;M;17;U;GT3;T;4;2;teacher;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;no;no;5;5;3;1;2;1;13;14;12;13;oracle
GP;F;15;U;GT3;T;2;4;other;other;course;mother;1;2;1;no;no;no;no;yes;yes;no;yes;5;3;3;1;3;5;0;11;10;8;oracle
GP;F;17;U;GT3;T;3;3;other;at_home;course;mother;1;2;3;yes;yes;no;no;yes;yes;yes;yes;5;4;1;1;1;5;37;10;12;13;oracle
GP;F;17;U;LE3;T;2;4;at_home;teacher;home;mother;2;1;0;yes;yes;yes;no;no;yes;no;yes;4;3;3;1;1;5;0;8;6;7;oracle
GP;M;16;U;LE3;T;4;4;teacher;teacher;course;mother;4;2;0;no;no;yes;yes;yes;yes;yes;yes;3;3;4;2;1;5;4;11;11;11;oracle
GP;F;16;U;GT3;T;2;1;teacher;health;reputation;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;3;4;1;2;1;1;13;13;11;oracle
GP;F;16;U;LE3;T;3;3;services;other;course;mother;1;3;2;yes;no;no;yes;no;yes;yes;no;5;5;2;1;2;5;2;13;13;14;oracle
GP;M;18;R;GT3;T;1;1;health;services;reputation;mother;1;2;0;no;no;no;yes;yes;no;no;no;3;4;5;1;1;3;0;13;14;14;oracle
GP;F;15;U;LE3;T;4;1;services;services;course;other;1;1;0;no;no;yes;no;yes;yes;yes;no;4;3;3;1;1;4;0;5;3;6;oracle
GP;M;17;U;GT3;T;3;3;services;services;home;mother;3;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;5;1;1;5;2;6;11;12;oracle
GP;M;17;U;LE3;T;4;2;other;services;home;mother;2;1;0;no;yes;no;no;yes;yes;yes;yes;4;4;2;1;1;3;0;15;17;17;oracle
GP;M;16;U;GT3;T;1;2;services;services;course;father;1;1;0;no;no;yes;yes;yes;yes;yes;yes;4;4;3;1;1;3;0;14;14;12;oracle
GP;F;15;U;GT3;T;2;1;at_home;other;course;mother;1;3;0;no;no;no;yes;yes;no;yes;yes;4;3;3;1;1;3;0;5;4;3;oracle
GP;F;15;U;GT3;T;3;4;other;other;reputation;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;4;4;1;1;2;3;6;7;7;oracle
MS;M;18;U;GT3;T;2;2;teacher;teacher;course;mother;3;1;0;no;yes;no;no;yes;yes;yes;yes;3;4;1;1;5;3;1;13;13;9;oracle
GP;F;16;R;GT3;T;1;2;other;other;course;mother;1;3;0;yes;no;yes;yes;yes;yes;yes;no;4;2;4;1;3;5;3;6;3;7;oracle
GP;M;15;U;GT3;T;3;3;services;services;reputation;other;2;2;0;no;yes;yes;no;yes;yes;no;no;5;4;4;1;1;2;26;17;18;18;oracle
GP;F;16;U;GT3;T;3;2;services;other;home;mother;2;3;0;no;no;no;no;no;yes;no;no;3;3;5;1;3;5;5;8;11;11;oracle
GP;F;17;R;GT3;T;3;1;other;other;reputation;mother;1;3;0;yes;yes;no;no;yes;yes;yes;no;5;3;2;2;3;3;10;11;9;11;oracle
GP;F;17;R;GT3;T;3;3;other;other;reputation;father;1;1;0;yes;yes;yes;no;yes;yes;yes;no;4;4;3;1;1;5;3;13;14;16;oracle
GP;M;16;U;LE3;T;3;1;other;other;home;father;1;1;0;no;no;no;no;yes;yes;no;no;5;4;2;1;1;5;1;11;8;8;oracle
